Security Id,Cusip,Isin,Long Name,Fitch Rating,Moody Rating,SNP Rating,Index,Sub Industry,Sector,Ex Dividend Date,Record Date,Issue Country,Asset Classification,Short Name,Ticker,Ric ,BBId,Quantity,Price,Asset Type,Asset SubType,Trade Type,Book,Fund,Buy_Sell_Ind,Counterparty,SourceSystem,SourceSystemTradeId,All in Rate,Spread,Reference Rate,Haircut, Notional ,Collateral Value,Cash Value,Start Date,Trade Date,Maturity Date,Settlement Date,End Date,Term Date,Collateral Type,Currency,Trade SubType,HQLA
3135G0T37,3135G0T37,3135G0T37,FNMA 1.9 10/27/20,AAA,Aaa,AA+,AGG,T-NOTE,,,,US,,FNMA 1.9 10/27/20,3135G0T37,3135G0T37,3135G0T37,70491,291.96,Credit,CORP,Repo,JKL,JKL,Reverse,CALSTERS,ION,981,2.7,0.864,LIBOR3M,2,20580552.36,20580552.36,20580552.36,20200305,20200227,20200524,20200328,20200508,20200515,Non-Cash,USD,Term,
3135G0T45,,,FNMA 1 ? 04/05/22,AAA,Aaa,AA+,AGG,T-NOTE,,,,US,,FNMA 1 ? 04/05/22,,,,9058,157.805,Credit,CORP,Repo,FGH,FGH,Reverse,CALSTERS,EQUILEND,121,3.4,0.166,LIBOR1M,7,1429397.69,1429397.69,1429397.69,20200305,20200227,20200320,20200328,20200120,20200120,Non-Cash,USD,Term,
3135G0T94,3135G0T94,3135G0T94,FNMA 2 ? 01/19/23,AAA,Aaa,AA+,AGG,T-NOTE,,,,US,,FNMA 2 ? 01/19/23,3135G0T94,3135G0T94,3135G0T94,12647,330.364,Credit,CORP,Repo,BCD,BCD,Reverse,GS,LOANET,462,2.65,0.531,LIBOR3M,5,4178113.508,4178113.508,4178113.508,20200305,20200128,20200320,20200328,20200108,20200115,Cash,USD,Open,
3135G0U35,3135G0U35,3135G0U35,FNMA 2 ¾ 06/22/21,AAA,Aaa,AA+,AGG,AGENCY,,,,US,,FNMA 2 ¾ 06/22/21,3135G0U35,3135G0U35,3135G0U35,91843,249.8533,Credit,CORP,SBL,JKL,JKL,Loan,CALPERS,ION,285,2.37,0.283,LIBOR1M,4,22947276.63,22947276.63,22947276.63,20200305,20200227,20200320,20200328,20200110,20200115,Cash,USD,Term,
3135G0U35,3135G0U35,3135G0U35,FNMA 2 ¾ 06/22/21,AAA,Aaa,AA+,AGG,AGENCY,,,,US,,FNMA 2 ¾ 06/22/21,3135G0U35,3135G0U35,3135G0U35,91843,249.8533,Credit,CORP,SBL,JKL,JKL,Loan,CALPERS,ION,285,2.5,0.283,LIBOR1M,4,22947276.63,22947276.63,22947276.63,20200305,20200227,20200320,20200328,20200110,20200115,Cash,USD,Term,
3135G0U35,3135G0U35,3135G0U35,FNMA 2 ¾ 06/22/21,AAA,Aaa,AA+,AGG,AGENCY,,,,US,,FNMA 2 ¾ 06/22/21,3135G0U35,3135G0U35,3135G0U35,91843,249.8533,Credit,CORP,Repo,JKL,JKL,Reverse,CALPERS,ION,285,2.5,0.283,LIBOR1M,4,22947276.63,22947276.63,22947276.63,20200305,20200227,20200320,20200328,20200110,20200115,Cash,USD,Term,
3135G0U35,3135G0U35,3135G0U35,FNMA 2 ¾ 06/22/21,AAA,Aaa,AA+,AGG,AGENCY,,,,US,,FNMA 2 ¾ 06/22/21,3135G0U35,3135G0U35,3135G0U35,91843,249.8533,Credit,CORP,Repo,JKL,JKL,Reverse,CALPERS,ION,285,2.63,0.283,LIBOR1M,4,22947276.63,22947276.63,22947276.63,20200305,20200227,20200320,20200328,20200110,20200115,Cash,USD,Term,
3135G0U43,3135G0U43,3135G0U43,FNMA 2 ? 09/12/23,AAA,Aaa,AA+,AGG,AGENCY,,,,US,,FNMA 2 ? 09/12/23,3135G0U43,3135G0U43,3135G0U43,29227,304.43,Credit,CORP,SBL,EFG,EFG,Loan,CALSTERS,ION,653,3.82,0.535,LIBOR3M,8,8897575.61,8897575.61,8897575.61,20200305,20200227,20200320,20200328,20200108,20200115,Cash,USD,Open,
3135G0U43,3135G0U43,3135G0U43,FNMA 2 ? 09/12/23,AAA,Aaa,AA+,AGG,AGENCY,,,,US,,FNMA 2 ? 09/12/23,3135G0U43,3135G0U43,3135G0U43,29227,304.43,Credit,CORP,SBL,EFG,EFG,Loan,CALSTERS,ION,653,3.95,0.535,LIBOR3M,8,8897575.61,8897575.61,8897575.61,20200305,20200227,20200320,20200328,20200108,20200115,Cash,USD,Open,
3135G0U43,3135G0U43,3135G0U43,FNMA 2 ? 09/12/23,AAA,Aaa,AA+,AGG,AGENCY,,,,US,,FNMA 2 ? 09/12/23,3135G0U43,3135G0U43,3135G0U43,29227,304.43,Credit,CORP,Repo,EFG,EFG,Reverse,CALSTERS,ION,653,3.95,0.535,LIBOR3M,8,8897575.61,8897575.61,8897575.61,20200305,20200227,20200320,20200328,20200108,20200115,Cash,USD,Open,
3135G0U43,3135G0U43,3135G0U43,FNMA 2 ? 09/12/23,AAA,Aaa,AA+,AGG,AGENCY,,,,US,,FNMA 2 ? 09/12/23,3135G0U43,3135G0U43,3135G0U43,29227,304.43,Credit,CORP,Repo,EFG,EFG,Reverse,CALSTERS,ION,653,4.08,0.535,LIBOR3M,8,8897575.61,8897575.61,8897575.61,20200305,20200227,20200320,20200328,20200108,20200115,Cash,USD,Open,
3135G0U84,3135G0U84,3135G0U84,FNMA 2 ? 10/30/20,AAA,Aaa,AA+,AGG,AGENCY,,,,US,,FNMA 2 ? 10/30/20,3135G0U84,3135G0U84,3135G0U84,47975,273.415,Credit,CORP,,GHI,GHI,,,ION,457,0,0,,0,13117084.63,13117084.63,13117084.63,,,,,,,,USD,,
3135G0U92,3135G0U92,3135G0U92,FNMA 2 ? 01/11/22,AAA,Aaa,AA+,AGG,,,,,US,,FNMA 2 ? 01/11/22,3135G0U92,3135G0U92,3135G0U92,51310,249.385,Credit,CORP,SBL,IJK,IJK,Borrow,GIC,LOANET,853,3.31,0.114,LIBOR1M,8,12795944.35,12795944.35,12795944.35,20200305,20200227,20200324,20200325,20200308,20200315,Non-Cash,USD,Term,
31364FDC2,31364FDC2,31364FDC2,FNMA 6.03 10/08/27,AAA,Aaa,AA+,AGG,,,,,US,,FNMA 6.03 10/08/27,31364FDC2,31364FDC2,31364FDC2,22740,397.515,Credit,CORP,SBL,ABC,ABC,Borrow,GIC,ION,290,2.34,0.001,LIBOR1M,2,9039491.1,9039491.1,9039491.1,20200305,20200227,20200320,20200325,20200110,20200115,Non-Cash,USD,Term,
3136G3W43,3136G3W43,3136G3W43,FNMA 1.12 04/30/21,AAA,Aaa,AA+,AGG,AGENCY,,,,US,,FNMA 1.12 04/30/21,3136G3W43,3136G3W43,3136G3W43,50273,223.165,Credit,CORP,Repo,IJK,IJK,Reverse,CPPIB,LOANET,638,2.89,0.989,LIBOR3M,0,11219174.05,11219174.05,11219174.05,20200305,20200227,20200320,20200325,20200120,20200120,Non-Cash,USD,Term,
3137EADB2,3137EADB2,3137EADB2,FHLMC 2 ? 01/13/22,AAA,Aaa,AA+,AGG,T-NOTE,,,,US,,FHLMC 2 ? 01/13/22,3137EADB2,3137EADB2,3137EADB2,88788,249.385,Credit,CORP,SBL,IJK,IJK,Borrow,HOOPP,EQUILEND,893,3.73,0.139,LIBOR1M,2,"22,142,395.38",22142395.38,22142395.38,20200305,20200128,20200320,20200325,20200108,20200115,Cash,USD,Open,
3137EAEC9,3137EAEC9,3137EAEC9,FHLMC 1 ? 08/12/21,AAA,Aaa,AA+,AGG,AGENCY,,,,US,,FHLMC 1 ? 08/12/21,3137EAEC9,3137EAEC9,3137EAEC9,78032,209.8967,Credit,CORP,Repo,HIJ,HIJ,Repo,BOFA,LOANET,317,2.86,0.444,LIBOR1M,0,16378659.29,16378659.29,16378659.29,20200305,20200227,20200320,20200325,20200120,20200120,Cash,USD,Term,
3137EAEC9,3137EAEC9,3137EAEC9,FHLMC 1 ? 08/12/21,AAA,Aaa,AA+,AGG,AGENCY,,,,US,,FHLMC 1 ? 08/12/21,3137EAEC9,3137EAEC9,3137EAEC9,78032,209.8967,Credit,CORP,Repo,HIJ,HIJ,Reverse,BOFA,LOANET,317,2.99,0.444,LIBOR1M,0,16378659.29,16378659.29,16378659.29,20200305,20200227,20200320,20200325,20200120,20200120,Cash,USD,Term,
3137EAEJ4,3137EAEJ4,3137EAEJ4,FHLMC 1 ? 09/29/20,AAA,Aaa,AA+,AGG,T-NOTE,,,,US,,FHLMC 1 ? 09/29/20,3137EAEJ4,3137EAEJ4,3137EAEJ4,37143,313.4967,Credit,CORP,SBL,DEF,DEF,Loan,HOOPP,ION,209,3.41,0.62,FEDOPN,5,11644207.93,11644207.93,11644207.93,20200305,20200227,20200320,20200325,20200108,20200115,Non-Cash,USD,Open,
3137EAEJ4,3137EAEJ4,3137EAEJ4,FHLMC 1 ? 09/29/20,AAA,Aaa,AA+,AGG,T-NOTE,,,,US,,FHLMC 1 ? 09/29/20,3137EAEJ4,3137EAEJ4,3137EAEJ4,37143,313.4967,Credit,CORP,SBL,DEF,DEF,Loan,HOOPP,ION,209,3.54,0.62,FEDOPN,5,11644207.93,11644207.93,11644207.93,20200305,20200227,20200320,20200325,20200108,20200115,Non-Cash,USD,Open,
3137EAEJ4,3137EAEJ4,3137EAEJ4,FHLMC 1 ? 09/29/20,AAA,Aaa,AA+,AGG,T-NOTE,,,,US,,FHLMC 1 ? 09/29/20,3137EAEJ4,3137EAEJ4,3137EAEJ4,37143,313.4967,Credit,CORP,Repo,DEF,DEF,Reverse,HOOPP,ION,209,3.54,0.62,FEDOPN,5,11644207.93,11644207.93,11644207.93,20200305,20200227,20200320,20200325,20200108,20200115,Non-Cash,USD,Open,
3137EAEJ4,3137EAEJ4,3137EAEJ4,FHLMC 1 ? 09/29/20,AAA,Aaa,AA+,AGG,T-NOTE,,,,US,,FHLMC 1 ? 09/29/20,3137EAEJ4,3137EAEJ4,3137EAEJ4,37143,313.4967,Credit,CORP,Repo,DEF,DEF,Reverse,HOOPP,ION,209,3.67,0.62,FEDOPN,5,11644207.93,11644207.93,11644207.93,20200305,20200227,20200320,20200325,20200108,20200115,Non-Cash,USD,Open,
3137EAEK1,,,FHLMC 1 ? 11/17/20,AAA,Aaa,AA+,AGG,T-NOTE,,,,US,,FHLMC 1 ? 11/17/20,,,,51210,386.955,Credit,CORP,,FGH,FGH,,,LOANET,2,0,0,,0,19815965.55,19815965.55,19815965.55,,,,,,,,USD,,
3137EAEL9,3137EAEL9,3137EAEL9,FHLMC 2 ? 02/16/21,AAA,Aaa,AA+,AGG,T-NOTE,,,,US,,FHLMC 2 ? 02/16/21,3137EAEL9,3137EAEL9,3137EAEL9,75146,99.93,Credit,CORP,,EFG,EFG,,,ION,356,0,0,,0,7509339.78,7509339.78,7509339.78,,,,,,,,USD,,
3137EAEN5,3137EAEN5,3137EAEN5,FHLMC 2 ¾ 06/19/23,AAA,Aaa,AA+,AGG,T-NOTE,,,,US,,FHLMC 2 ¾ 06/19/23,3137EAEN5,3137EAEN5,3137EAEN5,6461,316.63,Credit,CORP,Repo,GHI,GHI,Repo,NATIXIS,ION,605,2.56,0.417,LIBOR1M,1,2045746.43,2045746.43,2045746.43,20200305,20200227,20200320,20200320,20200120,20200120,Non-Cash,USD,Term,
3137EAEN5,3137EAEN5,3137EAEN5,FHLMC 2 ¾ 06/19/23,AAA,Aaa,AA+,AGG,T-NOTE,,,,US,,FHLMC 2 ¾ 06/19/23,3137EAEN5,3137EAEN5,3137EAEN5,6461,316.63,Credit,CORP,Repo,GHI,GHI,Reverse,NATIXIS,ION,605,2.69,0.417,LIBOR1M,1,2045746.43,2045746.43,2045746.43,20200305,20200227,20200320,20200320,20200120,20200120,Non-Cash,USD,Term,
31428XBU9,,,FDX 3.4 01/14/22,NA,Baa2,BBB,AGG,,,,,US,,FDX 3.4 01/14/22,,,,15549,287.454,Fixed Income,T-NOTE,Repo,FGH,FGH,Repo,CI,EQUILEND,983,3.59,0.045,FEDOPN,0,4469622.246,4469622.246,4469622.246,20200305,20200227,20200320,20200320,20200110,20200115,Non-Cash,USD,Term,1
31428XBU9,,,FDX 3.4 01/14/22,NA,Baa2,BBB,AGG,,,,,US,,FDX 3.4 01/14/22,,,,15549,287.454,Fixed Income,T-NOTE,Repo,FGH,FGH,Reverse,CI,EQUILEND,983,3.72,0.045,FEDOPN,0,4469622.246,4469622.246,4469622.246,20200305,20200227,20200320,20200320,20200110,20200115,Non-Cash,USD,Term,1
31620MAS5,31620MAS5,31620MAS5,FIS 2 ¼ 08/15/21,BBB,Baa2,BBB,AGG,,,,,US,,FIS 2 ¼ 08/15/21,31620MAS5,31620MAS5,31620MAS5,30870,332.87,Fixed Income,T-NOTE,SBL,JKL,JKL,Loan,CALSTERS,LOANET,639,3.05,0.161,LIBOR3M,2,10275696.9,10275696.9,10275696.9,20200305,20200227,20200524,20200320,20200508,20200515,Non-Cash,USD,Term,1
31620MAS5,31620MAS5,31620MAS5,FIS 2 ¼ 08/15/21,BBB,Baa2,BBB,AGG,,,,,US,,FIS 2 ¼ 08/15/21,31620MAS5,31620MAS5,31620MAS5,30870,332.87,Fixed Income,T-NOTE,SBL,JKL,JKL,Loan,CALSTERS,LOANET,639,3.18,0.161,LIBOR3M,2,10275696.9,10275696.9,10275696.9,20200305,20200227,20200524,20200320,20200508,20200515,Non-Cash,USD,Term,1
31620MAS5,31620MAS5,31620MAS5,FIS 2 ¼ 08/15/21,BBB,Baa2,BBB,AGG,,,,,US,,FIS 2 ¼ 08/15/21,31620MAS5,31620MAS5,31620MAS5,30870,332.87,Fixed Income,T-NOTE,Repo,JKL,JKL,Reverse,CALSTERS,LOANET,639,3.18,0.161,LIBOR3M,2,10275696.9,10275696.9,10275696.9,20200305,20200227,20200524,20200320,20200508,20200515,Non-Cash,USD,Term,1
31620MAS5,31620MAS5,31620MAS5,FIS 2 ¼ 08/15/21,BBB,Baa2,BBB,AGG,,,,,US,,FIS 2 ¼ 08/15/21,31620MAS5,31620MAS5,31620MAS5,30870,332.87,Fixed Income,T-NOTE,Repo,JKL,JKL,Reverse,CALSTERS,LOANET,639,3.31,0.161,LIBOR3M,2,10275696.9,10275696.9,10275696.9,20200305,20200227,20200524,20200320,20200508,20200515,Non-Cash,USD,Term,1
31620MAS5,31620MAS5,31620MAS5,FIS 2 ¼ 08/15/21,BBB,Baa2,BBB,AGG,,,,,US,,FIS 2 ¼ 08/15/21,31620MAS5,31620MAS5,31620MAS5,30870,332.87,Fixed Income,T-NOTE,SBL,JKL,JKL,Loan,CALSTERS,LOANET,10014,3.05,0.161,LIBOR3M,2,10275696.9,10275696.9,10275696.9,20200305,20200227,20200524,20200320,20200508,20200515,Non-Cash,USD,Term,1
31620MAS5,31620MAS5,31620MAS5,FIS 2 ¼ 08/15/21,BBB,Baa2,BBB,AGG,,,,,US,,FIS 2 ¼ 08/15/21,31620MAS5,31620MAS5,31620MAS5,30870,332.87,Fixed Income,T-NOTE,SBL,JKL,JKL,Loan,CALSTERS,LOANET,10172,3.18,0.161,LIBOR3M,2,10275696.9,10275696.9,10275696.9,20200305,20200227,20200524,20200320,20200508,20200515,Non-Cash,USD,Term,1
316773CL2,316773CL2,316773CL2,FITB 3 ½ 03/15/22,A-,Baa1,BBB+,AGG,,,,,US,,FITB 3 ½ 03/15/22,316773CL2,316773CL2,316773CL2,98335,123.24,Fixed Income,T-NOTE,,CDE,CDE,,,LOANET,914,0,0,,0,12118805.4,12118805.4,12118805.4,,,,,,,,USD,,1
316773CU2,,,FITB 2.6 06/15/22,A-,Baa1,BBB+,AGG,,,,,US,,FITB 2.6 06/15/22,,,,42312,385.955,Fixed Income,T-NOTE,,FGH,FGH,,,LOANET,953,0,0,,0,16330527.96,16330527.96,16330527.96,,,,,,,,USD,,1
320517AB1,320517AB1,320517AB1,FHN 3 ½ 12/15/20,BBB,Baa3,BBB-,AGG,,,,,US,,FHN 3 ½ 12/15/20,320517AB1,320517AB1,320517AB1,98357,306.5375,Fixed Income,AGENCY,,DEF,DEF,,,LOANET,13,0,0,,0,30150108.89,30150108.89,30150108.89,,,,,,,,USD,,2A
33582VAC2,,,KEY 7 ¼ 12/15/21,BBB+,Baa1,BBB,AGG,,,,,US,,KEY 7 ¼ 12/15/21,,,,55409,145.72,Fixed Income,T-NOTE,SBL,FGH,FGH,Borrow,GS,EQUILEND,257,2.13,0.787,LIBOR1M,8,8074199.48,8074199.48,8074199.48,20200305,20200227,20200524,20200320,20200508,20200515,Non-Cash,USD,Term,1
343498AA9,343498AA9,343498AA9,FLO 4 ? 04/01/22,BBB,Baa2,BBB,AGG,,,,,US,,FLO 4 ? 04/01/22,343498AA9,343498AA9,343498AA9,35365,280.4167,Fixed Income,T-NOTE,,JKL,JKL,,,EQUILEND,19,0,0,,0,9916936.596,9916936.596,9916936.596,,,,,,,,USD,,1
345397VR1,345397VR1,345397VR1,F 5 ¾ 02/01/21,BBB,Baa3,BBB,AGG,,,,,US,,F 5 ¾ 02/01/21,345397VR1,345397VR1,345397VR1,22085,414.232,Fixed Income,T-NOTE,Repo,CDE,CDE,Reverse,GS,LOANET,925,3.52,0.344,FEDOPN,2,9148313.72,9148313.72,9148313.72,20200305,20200227,20200320,20200315,20200108,20200115,Cash,USD,Term,1
345397VU4,345397VU4,345397VU4,F 5 ? 08/02/21,BBB,Baa3,BBB,AGG,,,,,US,,F 5 ? 08/02/21,345397VU4,345397VU4,345397VU4,2998,154.845,Fixed Income,T-NOTE,SBL,EFG,EFG,Borrow,NATIXIS,EQUILEND,372,2.83,0.637,LIBOR1M,3,464225.31,464225.31,464225.31,20200305,20200227,20200324,20200315,20200308,20200315,Non-Cash,USD,Term,1
345397XA6,345397XA6,345397XA6,F 3.219 01/09/22,BBB,Baa3,BBB,AGG,,,,,US,,F 3.219 01/09/22,345397XA6,345397XA6,345397XA6,36985,287.454,Fixed Income,T-NOTE,SBL,EFG,EFG,Loan,HOOPP,EQUILEND,344,3.46,0.841,FEDOPN,2,10631486.19,10631486.19,10631486.19,20200305,20200227,20200320,20200315,20200108,20200115,Non-Cash,USD,Term,1
345397XA6,345397XA6,345397XA6,F 3.219 01/09/22,BBB,Baa3,BBB,AGG,,,,,US,,F 3.219 01/09/22,345397XA6,345397XA6,345397XA6,36985,287.454,Fixed Income,T-NOTE,SBL,EFG,EFG,Loan,HOOPP,EQUILEND,344,3.59,0.841,FEDOPN,2,10631486.19,10631486.19,10631486.19,20200305,20200227,20200320,20200315,20200108,20200115,Non-Cash,USD,Term,1
345397XA6,345397XA6,345397XA6,F 3.219 01/09/22,BBB,Baa3,BBB,AGG,,,,,US,,F 3.219 01/09/22,345397XA6,345397XA6,345397XA6,36985,287.454,Fixed Income,T-NOTE,Repo,EFG,EFG,Reverse,HOOPP,EQUILEND,344,3.59,0.841,FEDOPN,2,10631486.19,10631486.19,10631486.19,20200305,20200227,20200320,20200315,20200108,20200115,Non-Cash,USD,Term,1
345397XA6,345397XA6,345397XA6,F 3.219 01/09/22,BBB,Baa3,BBB,AGG,,,,,US,,F 3.219 01/09/22,345397XA6,345397XA6,345397XA6,36985,287.454,Fixed Income,T-NOTE,Repo,EFG,EFG,Reverse,HOOPP,EQUILEND,344,3.72,0.841,FEDOPN,2,10631486.19,10631486.19,10631486.19,20200305,20200227,20200320,20200315,20200108,20200115,Non-Cash,USD,Term,1
345397XA6,345397XA6,345397XA6,F 3.219 01/09/22,BBB,Baa3,BBB,AGG,,,,,US,,F 3.219 01/09/22,345397XA6,345397XA6,345397XA6,36985,287.454,Fixed Income,T-NOTE,SBL,EFG,EFG,Loan,HOOPP,EQUILEND,10024,3.46,0.841,FEDOPN,2,10631486.19,10631486.19,10631486.19,20200305,20200227,20200320,20200315,20200108,20200115,Non-Cash,USD,Term,1
345397XA6,345397XA6,345397XA6,F 3.219 01/09/22,BBB,Baa3,BBB,AGG,,,,,US,,F 3.219 01/09/22,345397XA6,345397XA6,345397XA6,36985,287.454,Fixed Income,T-NOTE,SBL,EFG,EFG,Loan,HOOPP,EQUILEND,10182,3.59,0.841,FEDOPN,2,10631486.19,10631486.19,10631486.19,20200305,20200227,20200320,20200315,20200108,20200115,Non-Cash,USD,Term,1
345397XQ1,345397XQ1,345397XQ1,F 3.2 01/15/21,BBB,Baa3,BBB,AGG,,,,,US,,F 3.2 01/15/21,345397XQ1,345397XQ1,345397XQ1,79885,292.34,Fixed Income,AGENCY,SBL,EFG,EFG,Loan,HOOPP,EQUILEND,897,2.24,0.956,LIBOR3M,6,23353580.9,23353580.9,23353580.9,20200305,20200227,20200524,20200315,20200508,20200515,Non-Cash,USD,Term,2A
345397XQ1,345397XQ1,345397XQ1,F 3.2 01/15/21,BBB,Baa3,BBB,AGG,,,,,US,,F 3.2 01/15/21,345397XQ1,345397XQ1,345397XQ1,79885,292.34,Fixed Income,AGENCY,SBL,EFG,EFG,Loan,HOOPP,EQUILEND,897,2.37,0.956,LIBOR3M,6,23353580.9,23353580.9,23353580.9,20200305,20200227,20200524,20200315,20200508,20200515,Non-Cash,USD,Term,2A
345397XQ1,345397XQ1,345397XQ1,F 3.2 01/15/21,BBB,Baa3,BBB,AGG,,,,,US,,F 3.2 01/15/21,345397XQ1,345397XQ1,345397XQ1,79885,292.34,Fixed Income,AGENCY,Repo,EFG,EFG,Reverse,HOOPP,EQUILEND,897,2.37,0.956,LIBOR3M,6,23353580.9,23353580.9,23353580.9,20200305,20200227,20200524,20200315,20200508,20200515,Non-Cash,USD,Term,2A
345397XQ1,345397XQ1,345397XQ1,F 3.2 01/15/21,BBB,Baa3,BBB,AGG,,,,,US,,F 3.2 01/15/21,345397XQ1,345397XQ1,345397XQ1,79885,292.34,Fixed Income,AGENCY,Repo,EFG,EFG,Reverse,HOOPP,EQUILEND,897,2.5,0.956,LIBOR3M,6,23353580.9,23353580.9,23353580.9,20200305,20200227,20200524,20200315,20200508,20200515,Non-Cash,USD,Term,2A
345397XQ1,345397XQ1,345397XQ1,F 3.2 01/15/21,BBB,Baa3,BBB,AGG,,,,,US,,F 3.2 01/15/21,345397XQ1,345397XQ1,345397XQ1,79885,292.34,Fixed Income,AGENCY,SBL,EFG,EFG,Loan,HOOPP,EQUILEND,10002,2.24,0.956,LIBOR3M,6,23353580.9,23353580.9,23353580.9,20200305,20200227,20200524,20200315,20200508,20200515,Non-Cash,USD,Term,2A
345397XQ1,345397XQ1,345397XQ1,F 3.2 01/15/21,BBB,Baa3,BBB,AGG,,,,,US,,F 3.2 01/15/21,345397XQ1,345397XQ1,345397XQ1,79885,292.34,Fixed Income,AGENCY,SBL,EFG,EFG,Loan,HOOPP,EQUILEND,10160,2.37,0.956,LIBOR3M,6,23353580.9,23353580.9,23353580.9,20200305,20200227,20200524,20200315,20200508,20200515,Non-Cash,USD,Term,2A
